ds,yhat,Model,Dealer_Region
2024-05-31,1.976185790573871,Viper,Aurora
2024-06-30,1.9966216703701516,Viper,Aurora
2024-01-31,3.004089850139424,Viper,Greenville
2024-02-29,3.087965193500606,Viper,Greenville
2024-03-31,3.1776250433004884,Viper,Greenville
2024-04-30,3.264392639881021,Viper,Greenville
2024-05-31,3.354052489680904,Viper,Greenville
2024-06-30,3.4408200862614358,Viper,Greenville
2024-01-31,2.6925869520586128,Viper,Janesville
2024-02-29,2.747562488484901,Viper,Janesville
2024-03-31,2.80632944121645,Viper,Janesville
2024-04-30,2.863200685795369,Viper,Janesville
2024-05-31,2.921967638526918,Viper,Janesville
2024-06-30,2.978838883105836,Viper,Janesville
2024-01-31,3.2417280106756308,Viper,Pasco
2024-02-29,3.3350546987698797,Viper,Pasco
2024-03-31,3.4348177101809743,Viper,Pasco
2024-04-30,3.531362559933646,Viper,Pasco
2024-05-31,3.6311255713447395,Viper,Pasco
2024-06-30,3.727670421097411,Viper,Pasco
2024-01-31,2.784842436152064,Viper,Scottsdale
2024-02-29,2.841202006892546,Viper,Scottsdale
2024-03-31,2.901448444580647,Viper,Scottsdale
2024-04-30,2.9597514487949397,Viper,Scottsdale
2024-05-31,3.019997886483041,Viper,Scottsdale
2024-06-30,3.078300890697333,Viper,Scottsdale
2024-01-31,1.3118272989981163,Voyager,Austin
2024-02-29,1.3177821231311209,Voyager,Austin
2024-03-31,1.3241476247905393,Voyager,Austin
2024-04-30,1.3303077876867508,Voyager,Austin
2024-05-31,1.3366732893461695,Voyager,Austin
2024-06-30,1.342833452242381,Voyager,Austin
2024-01-31,1.8469643899907306,Windstar,Aurora
2024-02-29,1.8704229424930485,Windstar,Aurora
2024-03-31,1.8954993262024225,Windstar,Aurora
2024-04-30,1.9197667943082686,Windstar,Aurora
2024-05-31,1.944843178017643,Windstar,Aurora
2024-06-30,1.9691106461234889,Windstar,Aurora
2024-01-31,1.5303472690769024,Xterra,Janesville
2024-02-29,1.5006169165225245,Xterra,Janesville
2024-03-31,1.4688361948264654,Xterra,Janesville
2024-04-30,1.4380806577012466,Xterra,Janesville
2024-05-31,1.4062999360051878,Xterra,Janesville
2024-06-30,1.3755443988799692,Xterra,Janesville
2024-01-31,1.6619112242027712,3-Sep,Greenville
2024-02-29,1.6687208217564686,3-Sep,Greenville
2024-03-31,1.6760000467276626,3-Sep,Greenville
2024-04-30,1.6830444579901083,3-Sep,Greenville
2024-05-31,1.6903236829613024,3-Sep,Greenville
2024-06-30,1.6973680942237481,3-Sep,Greenville
2024-01-31,2.7659876742527514,3000GT,Aurora
2024-02-29,2.8083114670515883,3000GT,Aurora
2024-03-31,2.853554142112414,3000GT,Aurora
2024-04-30,2.8973373760422465,3000GT,Aurora
2024-05-31,2.9425800511030733,3000GT,Aurora
2024-06-30,2.9863632850329047,3000GT,Aurora
2024-01-31,1.8574109137480919,300M,Janesville
2024-02-29,1.8459904458252352,300M,Janesville
2024-03-31,1.83378235942494,300M,Janesville
2024-04-30,1.8219680822633642,300M,Janesville
2024-05-31,1.809759995863069,300M,Janesville
2024-06-30,1.7979457187014933,300M,Janesville
2024-01-31,2.810681013881879,300M,Middletown
2024-02-29,2.895736155494249,300M,Middletown
2024-03-31,2.9866571689419548,300M,Middletown
2024-04-30,3.0746452464719924,300M,Middletown
2024-05-31,3.1655662599196983,300M,Middletown
2024-06-30,3.2535543374497355,300M,Middletown
2024-01-31,2.198755502590088,323i,Austin
2024-02-29,2.227489359520604,323i,Austin
2024-03-31,2.2582048617566715,323i,Austin
2024-04-30,2.287929541339963,323i,Austin
2024-05-31,2.3186450435760317,323i,Austin
2024-06-30,2.3483697231593235,323i,Austin
2024-01-31,2.205132311132211,323i,Scottsdale
2024-02-29,2.2123915775665473,323i,Scottsdale
2024-03-31,2.22015148306532,323i,Scottsdale
2024-04-30,2.227661069031875,323i,Scottsdale
2024-05-31,2.235420974530648,323i,Scottsdale
2024-06-30,2.2429305604972027,323i,Scottsdale
2024-01-31,2.271852787911379,328i,Aurora
2024-02-29,2.3021744273537,328i,Aurora
2024-03-31,2.3345872143437667,328i,Aurora
2024-04-30,2.3659544275599607,328i,Aurora
2024-05-31,2.398367214550028,328i,Aurora
2024-06-30,2.4297344277662214,328i,Aurora
2024-01-31,2.2424241421596043,328i,Greenville
2024-02-29,2.2787640810008694,328i,Greenville
2024-03-31,2.3176102225208424,328i,Greenville
2024-04-30,2.3552032627014614,328i,Greenville
2024-05-31,2.394049404221435,328i,Greenville
2024-06-30,2.431642444402053,328i,Greenville
2023-08-31,1.225825445480762,5-Sep,Greenville
2023-09-30,1.232195360529847,5-Sep,Greenville
2023-10-31,1.2387776060805682,5-Sep,Greenville
2023-11-30,1.2451475211296534,5-Sep,Greenville
2023-12-31,1.2517297666803746,5-Sep,Greenville
2024-01-31,1.2583120122310958,5-Sep,Greenville
2024-01-31,2.3474762099992557,528i,Pasco
2024-02-29,2.361817751360685,528i,Pasco
2024-03-31,2.377148364540144,528i,Pasco
2024-04-30,2.391984441810588,528i,Pasco
2024-05-31,2.407315054990047,528i,Pasco
2024-06-30,2.422151132260491,528i,Pasco
2024-01-31,1.7554624566916792,A4,Greenville
2024-02-29,1.800610270479934,A4,Greenville
2024-03-31,1.848871726598413,A4,Greenville
2024-04-30,1.8955763615517798,A4,Greenville
2024-05-31,1.9438378176702593,A4,Greenville
2024-06-30,1.9905424526236262,A4,Greenville
2023-07-31,1.8164676780173679,A4,Janesville
2023-08-31,1.8438953574945238,A4,Janesville
2023-09-30,1.870438273117578,A4,Janesville
2023-10-31,1.897865952594734,A4,Janesville
2023-11-30,1.924408868217788,A4,Janesville
2023-12-31,1.9518365476949437,A4,Janesville
2024-01-31,3.07025624882319,A6,Janesville
2024-02-29,3.110361606835636,A6,Janesville
2024-03-31,3.1532328516075605,A6,Janesville
2024-04-30,3.1947211529997457,A6,Janesville
2024-05-31,3.23759239777167,A6,Janesville
2024-06-30,3.2790806991638553,A6,Janesville
2023-11-30,1.0,A8,Pasco
2023-12-31,1.0,A8,Pasco
2024-01-31,1.0,A8,Pasco
2024-02-29,1.0,A8,Pasco
2024-03-31,1.0,A8,Pasco
2024-04-30,1.0,A8,Pasco
2024-01-31,2.2992644559688467,Accord,Austin
2024-02-29,2.3435260314772934,Accord,Austin
2024-03-31,2.390840129434599,Accord,Austin
2024-04-30,2.4366279661674755,Accord,Austin
2024-05-31,2.483942064124781,Accord,Austin
2024-06-30,2.529729900857657,Accord,Austin
2024-01-31,2.734890276054048,Accord,Middletown
2024-02-29,2.8000376307722643,Accord,Middletown
2024-03-31,2.8696779065055287,Accord,Middletown
2024-04-30,2.937071721731269,Accord,Middletown
2024-05-31,3.0067119974645347,Accord,Middletown
2024-06-30,3.074105812690275,Accord,Middletown
2024-01-31,2.0881527097086465,Accord,Pasco
2024-02-29,2.1080193088303765,Accord,Pasco
2024-03-31,2.1292560182363642,Accord,Pasco
2024-04-30,2.149807672500223,Accord,Pasco
2024-05-31,2.1710443819062104,Accord,Pasco
2024-06-30,2.1915960361700693,Accord,Pasco
2024-01-31,0.8999269725312512,Altima,Pasco
2024-02-29,0.8841387848278772,Altima,Pasco
2024-03-31,0.8672617565932363,Altima,Pasco
2024-04-30,0.850929148624229,Altima,Pasco
2024-05-31,0.8340521203895879,Altima,Pasco
2024-06-30,0.8177195124205805,Altima,Pasco
2024-01-31,1.3796633075061648,Avenger,Austin
2024-02-29,1.3656556592572084,Avenger,Austin
2024-03-31,1.3506819663014278,Avenger,Austin
2024-04-30,1.3361912956990594,Avenger,Austin
2024-05-31,1.3212176027432785,Avenger,Austin
2024-06-30,1.30672693214091,Avenger,Austin
2024-01-31,1.9054460625105019,Avenger,Greenville
2024-02-29,1.9419711519975944,Avenger,Greenville
2024-03-31,1.9810152131734513,Avenger,Greenville
2024-04-30,2.018799788504926,Avenger,Greenville
2024-05-31,2.0578438496807827,Avenger,Greenville
2024-06-30,2.095628425012257,Avenger,Greenville
2023-12-31,1.6390263931787525,Avenger,Middletown
2024-01-31,1.665816786825728,Avenger,Middletown
2024-02-29,1.69087876797935,Avenger,Middletown
2024-03-31,1.717669161626325,Avenger,Middletown
2024-04-30,1.7435953490266238,Avenger,Middletown
2024-05-31,1.7703857426735992,Avenger,Middletown
2024-01-31,1.6768000204026807,Bonneville,Austin
2024-02-29,1.6790916000625116,Bonneville,Austin
2024-03-31,1.6815412196988826,Bonneville,Austin
2024-04-30,1.6839118193469838,Bonneville,Austin
2024-05-31,1.6863614389833548,Bonneville,Austin
2024-06-30,1.6887320386314557,Bonneville,Austin
2024-01-31,1.7267911047967694,Bonneville,Janesville
2024-02-29,1.719432503541384,Bonneville,Janesville
2024-03-31,1.7115664125442482,Bonneville,Janesville
2024-04-30,1.7039540664179875,Bonneville,Janesville
2024-05-31,1.6960879754208515,Bonneville,Janesville
2024-06-30,1.688475629294591,Bonneville,Janesville
2023-10-31,1.9643245917583898,Boxter,Aurora
2023-11-30,2.018178063889633,Boxter,Aurora
2023-12-31,2.073826651758584,Boxter,Aurora
2024-01-31,2.1294752396275354,Boxter,Aurora
2024-02-29,2.1815335960210698,Boxter,Aurora
2024-03-31,2.237182183890021,Boxter,Aurora
2024-01-31,1.4084347050154804,Boxter,Pasco
2024-02-29,1.4223244947753395,Boxter,Pasco
2024-03-31,1.4371722010703614,Boxter,Pasco
2024-04-30,1.4515409490978017,Boxter,Pasco
2024-05-31,1.4663886553928234,Boxter,Pasco
2024-06-30,1.4807574034202637,Boxter,Pasco
2024-01-31,2.6300000598823194,Boxter,Scottsdale
2024-02-29,2.727580435672208,Boxter,Scottsdale
2024-03-31,2.8318904925510537,Boxter,Scottsdale
2024-04-30,2.9328357088854204,Boxter,Scottsdale
2024-05-31,3.037145765764267,Boxter,Scottsdale
2024-06-30,3.138090982098633,Boxter,Scottsdale
2024-01-31,1.0,Breeze,Aurora
2024-02-29,1.0,Breeze,Aurora
2024-03-31,1.0,Breeze,Aurora
2024-04-30,1.0,Breeze,Aurora
2024-05-31,1.0,Breeze,Aurora
2024-06-30,1.0,Breeze,Aurora
2024-01-31,1.728938145798553,Breeze,Greenville
2024-02-29,1.755320798539481,Breeze,Greenville
2024-03-31,1.7835229445728864,Breeze,Greenville
2024-04-30,1.8108153439600532,Breeze,Greenville
2024-05-31,1.8390174899934588,Breeze,Greenville
2024-06-30,1.8663098893806254,Breeze,Greenville
2024-01-31,1.8857618539507968,C-Class,Aurora
2024-02-29,1.916016201192497,C-Class,Aurora
2024-03-31,1.9483570551405214,C-Class,Aurora
2024-04-30,1.979654655735384,C-Class,Aurora
2024-05-31,2.011995509683408,C-Class,Aurora
2024-06-30,2.043293110278271,C-Class,Aurora
2024-01-31,1.0584472237448168,C-Class,Austin
2024-02-29,1.0446088212548719,C-Class,Austin
2024-03-31,1.0298160461794137,C-Class,Austin
2024-04-30,1.015500457396712,C-Class,Austin
2024-05-31,1.0007076823212537,C-Class,Austin
2024-06-30,0.9863920935385522,C-Class,Austin
2023-11-30,1.2373299074919397,C70,Greenville
2023-12-31,1.2176613232137847,C70,Greenville
2024-01-31,1.1979927389356297,C70,Greenville
2024-02-29,1.1795930955786464,C70,Greenville
2024-03-31,1.1599245113004915,C70,Greenville
2024-04-30,1.140890397482922,C70,Greenville
2024-01-31,2.4593912288149276,C70,Middletown
2024-02-29,2.483242540270823,C70,Middletown
2024-03-31,2.5087387697581596,C70,Middletown
2024-04-30,2.533412540229776,C70,Middletown
2024-05-31,2.558908769717112,C70,Middletown
2024-06-30,2.5835825401887282,C70,Middletown
2024-01-31,1.801558943136102,CL500,Scottsdale
2024-02-29,1.8242864721219059,CL500,Scottsdale
2024-03-31,1.8485814168998345,CL500,Scottsdale
2024-04-30,1.8720926537817006,CL500,Scottsdale
2024-05-31,1.896387598559629,CL500,Scottsdale
2024-06-30,1.919898835441495,CL500,Scottsdale
2024-01-31,1.0,CLK Coupe,Aurora
2024-02-29,1.0,CLK Coupe,Aurora
2024-03-31,1.0,CLK Coupe,Aurora
2024-04-30,1.0,CLK Coupe,Aurora
2024-05-31,1.0,CLK Coupe,Aurora
2024-06-30,1.0,CLK Coupe,Aurora
2024-01-31,1.6006100223924107,CR-V,Scottsdale
2024-02-29,1.5930030588933235,CR-V,Scottsdale
2024-03-31,1.5848714772218857,CR-V,Scottsdale
2024-04-30,1.5770022046366228,CR-V,Scottsdale
2024-05-31,1.568870622965185,CR-V,Scottsdale
2024-06-30,1.5610013503799225,CR-V,Scottsdale
2024-01-31,1.51603309272833,Cabrio,Greenville
2024-02-29,1.5320570836769623,Cabrio,Greenville
2024-03-31,1.549186177449638,Cabrio,Greenville
2024-04-30,1.565762719810292,Cabrio,Greenville
2024-05-31,1.5828918135829677,Cabrio,Greenville
2024-06-30,1.5994683559436216,Cabrio,Greenville
2024-01-31,1.2418021461577697,Camaro,Janesville
2024-02-29,1.2480234370413572,Camaro,Janesville
2024-03-31,1.2546737824686405,Camaro,Janesville
2024-04-30,1.2611096006240758,Camaro,Janesville
2024-05-31,1.267759946051359,Camaro,Janesville
2024-06-30,1.2741957642067943,Camaro,Janesville
2024-01-31,2.408361030652047,Caravan,Aurora
2024-02-29,2.467105696181693,Caravan,Aurora
2024-03-31,2.529901717954762,Caravan,Aurora
2024-04-30,2.5906720616061207,Caravan,Aurora
2024-05-31,2.65346808337919,Caravan,Aurora
2024-06-30,2.714238427030548,Caravan,Aurora
2024-01-31,2.9751252702711364,Caravan,Greenville
2024-02-29,3.063765433611562,Caravan,Greenville
2024-03-31,3.1585187116651197,Caravan,Greenville
2024-04-30,3.250215432362112,Caravan,Greenville
2024-05-31,3.3449687104156705,Caravan,Greenville
2024-06-30,3.4366654311126617,Caravan,Greenville
2023-12-31,1.2259553070581226,Caravan,Scottsdale
2024-01-31,1.2380946162860846,Caravan,Scottsdale
2024-02-29,1.249450744273533,Caravan,Scottsdale
2024-03-31,1.2615900535014948,Caravan,Scottsdale
2024-04-30,1.2733377721092,Caravan,Scottsdale
2024-05-31,1.2854770813371619,Caravan,Scottsdale
2024-01-31,1.6192957634434557,Carrera Coupe,Aurora
2024-02-29,1.6251157479694607,Carrera Coupe,Aurora
2024-03-31,1.631337110738638,Carrera Coupe,Aurora
2024-04-30,1.6373577843862293,Carrera Coupe,Aurora
2024-05-31,1.6435791471554069,Carrera Coupe,Aurora
2024-06-30,1.649599820802998,Carrera Coupe,Aurora
2024-01-31,3.3970404050427447,Carrera Coupe,Austin
2024-02-29,3.4984004616918103,Carrera Coupe,Austin
2024-03-31,3.606750867075294,Carrera Coupe,Austin
2024-04-30,3.7116060980915693,Carrera Coupe,Austin
2024-05-31,3.819956503475054,Carrera Coupe,Austin
2024-06-30,3.9248117344913283,Carrera Coupe,Austin
2024-01-31,1.3651417897771032,Carrera Coupe,Pasco
2024-02-29,1.3667558664494213,Carrera Coupe,Pasco
2024-03-31,1.368481258754313,Carrera Coupe,Pasco
2024-04-30,1.370150993242918,Carrera Coupe,Pasco
2024-05-31,1.3718763855478096,Carrera Coupe,Pasco
2024-06-30,1.3735461200364145,Carrera Coupe,Pasco
2024-01-31,1.597319258216104,Catera,Aurora
2024-02-29,1.6272727581762942,Catera,Aurora
2024-03-31,1.6592920167544283,Catera,Aurora
2024-04-30,1.6902783960235905,Catera,Aurora
2024-05-31,1.7222976546017248,Catera,Aurora
2024-06-30,1.7532840338708868,Catera,Aurora
2023-12-31,1.6794774140005342,Cavalier,Austin
2024-01-31,1.6725912289566327,Cavalier,Austin
2024-02-29,1.6661493139155636,Cavalier,Austin
2024-03-31,1.6592631288716624,Cavalier,Austin
2024-04-30,1.652599078829177,Cavalier,Austin
2024-05-31,1.6457128937852756,Cavalier,Austin
2024-01-31,2.6866215260830866,Cavalier,Greenville
2024-02-29,2.7689118569152105,Cavalier,Greenville
2024-03-31,2.856877382977136,Cavalier,Greenville
2024-04-30,2.942005311424161,Cavalier,Greenville
2024-05-31,3.029970837486087,Cavalier,Greenville
2024-06-30,3.1150987659331117,Cavalier,Greenville
2024-01-31,2.307426064395899,Celica,Middletown
2024-02-29,2.3799560584703587,Celica,Middletown
2024-03-31,2.4574881211016777,Celica,Middletown
2024-04-30,2.5325191494545676,Celica,Middletown
2024-05-31,2.610051212085887,Celica,Middletown
2024-06-30,2.685082240438776,Celica,Middletown
2024-01-31,2.8725539055977114,Celica,Scottsdale
2024-02-29,2.9455440099634007,Celica,Scottsdale
2024-03-31,3.023567914630172,Celica,Scottsdale
2024-04-30,3.0990749191464024,Celica,Scottsdale
2024-05-31,3.1770988238131737,Celica,Scottsdale
2024-06-30,3.2526058283294033,Celica,Scottsdale
2024-01-31,1.2345381760714609,Cherokee,Aurora
2024-02-29,1.2477249212463708,Cherokee,Aurora
2024-03-31,1.2618210971229986,Cherokee,Aurora
2024-04-30,1.2754625576487677,Cherokee,Aurora
2024-05-31,1.2895587335253955,Cherokee,Aurora
2024-06-30,1.3032001940511644,Cherokee,Aurora
2024-01-31,4.196439860269044,Concorde,Austin
2024-02-29,4.259519398949551,Concorde,Austin
2024-03-31,4.326949250642505,Concorde,Austin
2024-04-30,4.392203945829235,Concorde,Austin
2024-05-31,4.45963379752219,Concorde,Austin
2024-06-30,4.52488849270892,Concorde,Austin
2024-01-31,1.9380766513580787,Contour,Scottsdale
2024-02-29,1.9662914478708005,Contour,Scottsdale
2024-03-31,1.9964520924188822,Contour,Scottsdale
2024-04-30,2.025639812949284,Contour,Scottsdale
2024-05-31,2.055800457497366,Contour,Scottsdale
2024-06-30,2.0849881780277677,Contour,Scottsdale
2023-12-31,1.0219848598920855,Corolla,Aurora
2024-01-31,0.9995297193157339,Corolla,Aurora
2024-02-29,0.9785232974862437,Corolla,Aurora
2024-03-31,0.956068156909892,Corolla,Aurora
2024-04-30,0.9343373757069711,Corolla,Aurora
2024-05-31,0.9118822351306194,Corolla,Aurora
2024-01-31,1.7353079850028683,Corvette,Austin
2024-02-29,1.7201205769851877,Corvette,Austin
2024-03-31,1.7038857615180116,Corvette,Austin
2024-04-30,1.6881746497755832,Corvette,Austin
2024-05-31,1.6719398343084073,Corvette,Austin
2024-06-30,1.656228722565979,Corvette,Austin
2024-01-31,2.649583550376475,Cougar,Middletown
2024-02-29,2.7319506378168117,Cougar,Middletown
2024-03-31,2.8199982140461364,Cougar,Middletown
2024-04-30,2.905205545880967,Cougar,Middletown
2024-05-31,2.9932531221102923,Cougar,Middletown
2024-06-30,3.0784604539451226,Cougar,Middletown
2024-01-31,1.5651346079046693,Crown Victoria,Middletown
2024-02-29,1.5775976928598618,Crown Victoria,Middletown
2024-03-31,1.5909203009154127,Crown Victoria,Middletown
2024-04-30,1.6038131474207842,Crown Victoria,Middletown
2024-05-31,1.617135755476335,Crown Victoria,Middletown
2024-06-30,1.6300286019817067,Crown Victoria,Middletown
2024-01-31,1.1592744786921414,Dakota,Aurora
2024-02-29,1.1624400426230999,Dakota,Aurora
2024-03-31,1.1658239213079176,Dakota,Aurora
2024-04-30,1.1690986426158059,Dakota,Aurora
2024-05-31,1.1724825213006236,Dakota,Aurora
2024-06-30,1.1757572426085117,Dakota,Aurora
2023-11-30,1.7239582610798467,Dakota,Greenville
2023-12-31,1.769366987702205,Dakota,Greenville
2024-01-31,1.814775714324563,Dakota,Greenville
2024-02-29,1.8572548456809628,Dakota,Greenville
2024-03-31,1.9026635723033212,Dakota,Greenville
2024-04-30,1.9466075012927004,Dakota,Greenville
2024-01-31,1.892496804051412,DeVille,Greenville
2024-02-29,1.9462092987271604,DeVille,Greenville
2024-03-31,2.0036261033805456,DeVille,Greenville
2024-04-30,2.0591907530451126,DeVille,Greenville
2024-05-31,2.1166075576984986,DeVille,Greenville
2024-06-30,2.172172207363065,DeVille,Greenville
2023-12-31,1.0,DeVille,Janesville
2024-01-31,1.0,DeVille,Janesville
2024-02-29,1.0,DeVille,Janesville
2024-03-31,1.0,DeVille,Janesville
2024-04-30,1.0,DeVille,Janesville
2024-05-31,1.0,DeVille,Janesville
2024-01-31,3.5289184133426907,Diamante,Aurora
2024-02-29,3.588118088570977,Diamante,Aurora
2024-03-31,3.6514005000219028,Diamante,Aurora
2024-04-30,3.7126415433615096,Diamante,Aurora
2024-05-31,3.7759239548124355,Diamante,Aurora
2024-06-30,3.837164998152041,Diamante,Aurora
2024-01-31,4.568016761176438,Diamante,Middletown
2024-02-29,4.697406117405275,Diamante,Middletown
2024-03-31,4.835718877511961,Diamante,Middletown
2024-04-30,4.969569935679721,Diamante,Middletown
2024-05-31,5.107882695786408,Diamante,Middletown
2024-06-30,5.2417337539541675,Diamante,Middletown
2024-01-31,1.6079372846697484,Durango,Pasco
2024-02-29,1.5883115670849222,Durango,Pasco
2024-03-31,1.5673323517356252,Durango,Pasco
2024-04-30,1.5470298852685636,Durango,Pasco
2024-05-31,1.5260506699192664,Durango,Pasco
2024-06-30,1.505748203452205,Durango,Pasco
2024-01-31,2.3372654004111597,Durango,Scottsdale
2024-02-29,2.3607997431457495,Durango,Scottsdale
2024-03-31,2.385957143999966,Durango,Scottsdale
2024-04-30,2.4103030157943692,Durango,Scottsdale
2024-05-31,2.435460416648586,Durango,Scottsdale
2024-06-30,2.459806288442989,Durango,Scottsdale
2023-12-31,1.0,Eclipse,Middletown
2024-01-31,1.0,Eclipse,Middletown
2024-02-29,1.0,Eclipse,Middletown
2024-03-31,1.0,Eclipse,Middletown
2024-04-30,1.0,Eclipse,Middletown
2024-05-31,1.0,Eclipse,Middletown
2024-01-31,2.3927173404260644,Eldorado,Aurora
2024-02-29,2.431172593913921,Eldorado,Aurora
2024-03-31,2.4722799338492147,Eldorado,Aurora
2024-04-30,2.5120612305607897,Eldorado,Aurora
2024-05-31,2.5531685704960836,Eldorado,Aurora
2024-06-30,2.592949867207659,Eldorado,Aurora
2024-01-31,1.6352166640785533,Eldorado,Janesville
2024-02-29,1.6236475918873063,Eldorado,Janesville
2024-03-31,1.6112806526483872,Eldorado,Janesville
2024-04-30,1.599312646933304,Eldorado,Janesville
2024-05-31,1.5869457076943847,Eldorado,Janesville
2024-06-30,1.5749777019793016,Eldorado,Janesville
2024-01-31,2.3795651561317053,Escalade,Scottsdale
2024-02-29,2.4330263321415595,Escalade,Scottsdale
2024-03-31,2.4901744858072656,Escalade,Scottsdale
2024-04-30,2.545479150645046,Escalade,Scottsdale
2024-05-31,2.6026273043107526,Escalade,Scottsdale
2024-06-30,2.6579319691485326,Escalade,Scottsdale
2024-01-31,2.3310984439342652,Expedition,Greenville
2024-02-29,2.374698020700821,Expedition,Greenville
2024-03-31,2.421304464830587,Expedition,Greenville
2024-04-30,2.466407475278748,Expedition,Greenville
2024-05-31,2.513013919408514,Expedition,Greenville
2024-06-30,2.558116929856675,Expedition,Greenville
2024-01-31,1.9711298055307351,Expedition,Pasco
2024-02-29,1.9905222049519438,Expedition,Pasco
2024-03-31,2.011252011229787,Expedition,Pasco
2024-04-30,2.0313131140793135,Expedition,Pasco
2024-05-31,2.052042920357157,Expedition,Pasco
2024-06-30,2.072104023206683,Expedition,Pasco
2024-01-31,1.6927862455540874,Explorer,Pasco
2024-02-29,1.6984134123376602,Explorer,Pasco
2024-03-31,1.7044286595890656,Explorer,Pasco
2024-04-30,1.7102498666065546,Explorer,Pasco
2024-05-31,1.7162651138579599,Explorer,Pasco
2024-06-30,1.7220863208754489,Explorer,Pasco
2024-01-31,1.474958407739651,F-Series,Austin
2024-02-29,1.4665435499637443,F-Series,Austin
2024-03-31,1.4575483571688095,F-Series,Austin
2024-04-30,1.4488433318833889,F-Series,Austin
2024-05-31,1.4398481390884539,F-Series,Austin
2024-06-30,1.4311431138030333,F-Series,Austin
2024-01-31,1.617294065063501,F-Series,Scottsdale
2024-02-29,1.597198058953367,F-Series,Scottsdale
2024-03-31,1.5757161213873614,F-Series,Scottsdale
2024-04-30,1.5549271495492918,F-Series,Scottsdale
2024-05-31,1.5334452119832862,F-Series,Scottsdale
2024-06-30,1.5126562401452164,F-Series,Scottsdale
2023-12-31,1.1513449122291761,Focus,Pasco
2024-01-31,1.130397824721178,Focus,Pasco
2024-02-29,1.1108021622136959,Focus,Pasco
2024-03-31,1.0898550747056979,Focus,Pasco
2024-04-30,1.069583699697958,Focus,Pasco
2024-05-31,1.0486366121899597,Focus,Pasco
2024-01-31,3.17313890317825,Forester,Austin
2024-02-29,3.215636911913755,Forester,Austin
2024-03-31,3.261065817803432,Forester,Austin
2024-04-30,3.305029275116023,Forester,Austin
2024-05-31,3.3504581810057,Forester,Austin
2024-06-30,3.394421638318291,Forester,Austin
2023-11-30,1.510289950896866,Frontier,Aurora
2023-12-31,1.5183468000692433,Frontier,Aurora
2024-01-31,1.5264036492416202,Frontier,Aurora
2024-02-29,1.533940701693199,Frontier,Aurora
2024-03-31,1.5419975508655765,Frontier,Aurora
2024-04-30,1.5497945016775545,Frontier,Aurora
2023-11-30,1.7094490237706115,Frontier,Middletown
2023-12-31,1.736410790289408,Frontier,Middletown
2024-01-31,1.763372556808204,Frontier,Middletown
2024-02-29,1.788594854519336,Frontier,Middletown
2024-03-31,1.8155566210381326,Frontier,Middletown
2024-04-30,1.8416486531530967,Frontier,Middletown
2024-01-31,1.0415889749822431,GS400,Austin
2024-02-29,1.0157985964768046,GS400,Austin
2024-03-31,0.9882295711778877,GS400,Austin
2024-04-30,0.96154986927571,GS400,Austin
2024-05-31,0.9339808439767929,GS400,Austin
2024-06-30,0.9073011420746152,GS400,Austin
2024-01-31,1.6718432349854768,GS400,Greenville
2024-02-29,1.6392240694403397,GS400,Greenville
2024-03-31,1.6043553062714004,GS400,Greenville
2024-04-30,1.5706113419143621,GS400,Greenville
2024-05-31,1.5357425787454226,GS400,Greenville
2024-06-30,1.5019986143883848,GS400,Greenville
2024-01-31,2.085721359689437,GTI,Aurora
2024-02-29,2.134584845683614,GTI,Aurora
2024-03-31,2.1868182272635965,GTI,Aurora
2024-04-30,2.237366661050676,GTI,Aurora
2024-05-31,2.289600042630659,GTI,Aurora
2024-06-30,2.3401484764177383,GTI,Aurora
2024-01-31,1.9859393602440505,GTI,Greenville
2024-02-29,2.014612278273558,GTI,Greenville
2024-03-31,2.04526263892579,GTI,Greenville
2024-04-30,2.0749242782666606,GTI,Greenville
2024-05-31,2.1055746389188927,GTI,Greenville
2024-06-30,2.1352362782597623,GTI,Greenville
2024-01-31,2.068028481588316,GTI,Scottsdale
2024-02-29,2.1091315373393207,GTI,Scottsdale
2024-03-31,2.1530692865903944,GTI,Scottsdale
2024-04-30,2.1955896890914333,GTI,Scottsdale
2024-05-31,2.239527438342507,GTI,Scottsdale
2024-06-30,2.2820478408435463,GTI,Scottsdale
2024-01-31,1.9911631227338722,Galant,Greenville
2024-02-29,2.0472352061933248,Galant,Greenville
2024-03-31,2.1071743298913597,Galant,Greenville
2024-04-30,2.1651799334701036,Galant,Greenville
2024-05-31,2.225119057168139,Galant,Greenville
2024-06-30,2.2831246607468825,Galant,Greenville
2024-01-31,1.0,Galant,Scottsdale
2024-02-29,1.0,Galant,Scottsdale
2024-03-31,1.0,Galant,Scottsdale
2024-04-30,1.0,Galant,Scottsdale
2024-05-31,1.0,Galant,Scottsdale
2024-06-30,1.0,Galant,Scottsdale
2024-01-31,1.8036766889324096,Grand Am,Middletown
2024-02-29,1.8317175278903512,Grand Am,Middletown
2024-03-31,1.861692217810909,Grand Am,Middletown
2024-04-30,1.8906999822501587,Grand Am,Middletown
2024-05-31,1.9206746721707169,Grand Am,Middletown
2024-06-30,1.949682436609966,Grand Am,Middletown
2024-01-31,2.534735042653707,Grand Am,Scottsdale
2024-02-29,2.5965284675135525,Grand Am,Scottsdale
2024-03-31,2.6625835078809725,Grand Am,Scottsdale
2024-04-30,2.726507740494605,Grand Am,Scottsdale
2024-05-31,2.792562780862025,Grand Am,Scottsdale
